R_lo,R_hi,C_lo,C_hi,count
18.0,18.5,30.5,31.0,3
18.0,18.5,31.0,31.5,1
18.0,18.5,31.5,32.0,1
18.0,18.5,33.0,33.5,1
18.0,18.5,34.0,34.5,1
18.0,18.5,36.0,36.5,1
18.5,19.0,7.0,7.5,1
18.5,19.0,10.5,11.0,1
18.5,19.0,11.5,12.0,3
18.5,19.0,12.0,12.5,1
18.5,19.0,12.5,13.0,2
18.5,19.0,13.5,14.0,2
18.5,19.0,14.0,14.5,5
18.5,19.0,14.5,15.0,5
18.5,19.0,15.0,15.5,9
18.5,19.0,15.5,16.0,7
18.5,19.0,16.0,16.5,25
18.5,19.0,16.5,17.0,34
18.5,19.0,17.0,17.5,38
18.5,19.0,17.5,18.0,42
18.5,19.0,18.0,18.5,43
18.5,19.0,18.5,19.0,46
18.5,19.0,19.0,19.5,46
18.5,19.0,19.5,20.0,33
18.5,19.0,20.0,20.5,39
18.5,19.0,20.5,21.0,24
18.5,19.0,21.0,21.5,29
18.5,19.0,21.5,22.0,16
18.5,19.0,22.0,22.5,15
18.5,19.0,22.5,23.0,4
18.5,19.0,23.0,23.5,9
18.5,19.0,23.5,24.0,3
18.5,19.0,24.0,24.5,14
18.5,19.0,24.5,25.0,6
18.5,19.0,25.0,25.5,1
18.5,19.0,25.5,26.0,9
18.5,19.0,26.0,26.5,2
18.5,19.0,26.5,27.0,2
18.5,19.0,27.0,27.5,2
18.5,19.0,28.0,28.5,3
18.5,19.0,28.5,29.0,2
18.5,19.0,29.5,30.0,3
18.5,19.0,30.5,31.0,2
18.5,19.0,33.0,33.5,1
18.5,19.0,34.5,35.0,1
18.5,19.0,36.0,36.5,1
19.0,19.5,12.0,12.5,2
19.0,19.5,13.0,13.5,3
19.0,19.5,13.5,14.0,1
19.0,19.5,14.5,15.0,3
19.0,19.5,15.0,15.5,8
19.0,19.5,15.5,16.0,4
19.0,19.5,16.0,16.5,14
19.0,19.5,16.5,17.0,19
19.0,19.5,17.0,17.5,24
19.0,19.5,17.5,18.0,31
19.0,19.5,18.0,18.5,43
19.0,19.5,18.5,19.0,41
19.0,19.5,19.0,19.5,33
19.0,19.5,19.5,20.0,26
19.0,19.5,20.0,20.5,34
19.0,19.5,20.5,21.0,19
19.0,19.5,21.0,21.5,14
19.0,19.5,21.5,22.0,21
19.0,19.5,22.0,22.5,18
19.0,19.5,22.5,23.0,9
19.0,19.5,23.0,23.5,7
19.0,19.5,23.5,24.0,2
19.0,19.5,24.0,24.5,14
19.0,19.5,24.5,25.0,1
19.0,19.5,25.0,25.5,3
19.0,19.5,25.5,26.0,7
19.0,19.5,26.0,26.5,4
19.0,19.5,26.5,27.0,2
19.0,19.5,27.0,27.5,2
19.0,19.5,27.5,28.0,1
19.0,19.5,28.0,28.5,2
19.0,19.5,28.5,29.0,2
19.0,19.5,29.5,30.0,1
19.0,19.5,30.0,30.5,1
19.0,19.5,32.5,33.0,1
19.0,19.5,33.5,34.0,1
19.0,19.5,37.0,37.5,1
19.5,20.0,11.0,11.5,1
19.5,20.0,12.5,13.0,1
19.5,20.0,13.5,14.0,1
19.5,20.0,14.0,14.5,3
19.5,20.0,14.5,15.0,3
19.5,20.0,15.0,15.5,6
19.5,20.0,15.5,16.0,5
19.5,20.0,16.0,16.5,8
19.5,20.0,16.5,17.0,6
19.5,20.0,17.0,17.5,13
19.5,20.0,17.5,18.0,18
19.5,20.0,18.0,18.5,18
19.5,20.0,18.5,19.0,20
19.5,20.0,19.0,19.5,28
19.5,20.0,19.5,20.0,25
19.5,20.0,20.0,20.5,28
19.5,20.0,20.5,21.0,27
19.5,20.0,21.0,21.5,27
19.5,20.0,21.5,22.0,12
19.5,20.0,22.0,22.5,18
19.5,20.0,22.5,23.0,12
19.5,20.0,23.0,23.5,6
19.5,20.0,23.5,24.0,3
19.5,20.0,24.0,24.5,11
19.5,20.0,24.5,25.0,6
19.5,20.0,25.0,25.5,4
19.5,20.0,25.5,26.0,4
19.5,20.0,26.0,26.5,4
19.5,20.0,26.5,27.0,2
19.5,20.0,27.0,27.5,3
19.5,20.0,28.0,28.5,3
19.5,20.0,28.5,29.0,2
19.5,20.0,29.0,29.5,1
19.5,20.0,29.5,30.0,1
19.5,20.0,30.5,31.0,1
19.5,20.0,31.0,31.5,1
19.5,20.0,32.0,32.5,1
19.5,20.0,33.5,34.0,1
19.5,20.0,38.0,38.5,1
19.5,20.0,39.5,40.0,1
20.0,20.5,10.5,11.0,2
20.0,20.5,14.5,15.0,1
20.0,20.5,15.0,15.5,2
20.0,20.5,15.5,16.0,1
20.0,20.5,16.0,16.5,8
20.0,20.5,16.5,17.0,6
20.0,20.5,17.0,17.5,12
20.0,20.5,17.5,18.0,10
20.0,20.5,18.0,18.5,21
20.0,20.5,18.5,19.0,22
20.0,20.5,19.0,19.5,29
20.0,20.5,19.5,20.0,30
20.0,20.5,20.0,20.5,27
20.0,20.5,20.5,21.0,33
20.0,20.5,21.0,21.5,29
20.0,20.5,21.5,22.0,17
20.0,20.5,22.0,22.5,17
20.0,20.5,22.5,23.0,11
20.0,20.5,23.0,23.5,9
20.0,20.5,23.5,24.0,7
20.0,20.5,24.0,24.5,11
20.0,20.5,24.5,25.0,6
20.0,20.5,25.0,25.5,4
20.0,20.5,25.5,26.0,3
20.0,20.5,26.0,26.5,2
20.0,20.5,26.5,27.0,2
20.0,20.5,27.0,27.5,4
20.0,20.5,27.5,28.0,3
20.0,20.5,28.0,28.5,2
20.0,20.5,28.5,29.0,1
20.0,20.5,29.5,30.0,2
20.0,20.5,30.0,30.5,2
20.0,20.5,31.0,31.5,2
20.0,20.5,36.0,36.5,1
20.0,20.5,38.0,38.5,1
20.5,21.0,4.0,4.5,1
20.5,21.0,6.5,7.0,1
20.5,21.0,14.0,14.5,2
20.5,21.0,15.0,15.5,2
20.5,21.0,15.5,16.0,2
20.5,21.0,16.0,16.5,1
20.5,21.0,16.5,17.0,5
20.5,21.0,17.0,17.5,6
20.5,21.0,17.5,18.0,4
20.5,21.0,18.0,18.5,11
20.5,21.0,18.5,19.0,19
20.5,21.0,19.0,19.5,32
20.5,21.0,19.5,20.0,14
20.5,21.0,20.0,20.5,30
20.5,21.0,20.5,21.0,13
20.5,21.0,21.0,21.5,24
20.5,21.0,21.5,22.0,24
20.5,21.0,22.0,22.5,19
20.5,21.0,22.5,23.0,16
20.5,21.0,23.0,23.5,5
20.5,21.0,23.5,24.0,9
20.5,21.0,24.0,24.5,15
20.5,21.0,24.5,25.0,5
20.5,21.0,25.0,25.5,4
20.5,21.0,25.5,26.0,4
20.5,21.0,26.0,26.5,7
20.5,21.0,26.5,27.0,4
20.5,21.0,27.0,27.5,3
20.5,21.0,27.5,28.0,2
20.5,21.0,28.0,28.5,2
20.5,21.0,28.5,29.0,2
20.5,21.0,29.0,29.5,2
20.5,21.0,29.5,30.0,1
20.5,21.0,30.0,30.5,1
20.5,21.0,30.5,31.0,2
20.5,21.0,31.0,31.5,1
20.5,21.0,31.5,32.0,2
20.5,21.0,33.0,33.5,1
20.5,21.0,36.0,36.5,2
20.5,21.0,37.5,38.0,1
21.0,21.5,11.0,11.5,1
21.0,21.5,14.0,14.5,1
21.0,21.5,16.0,16.5,3
21.0,21.5,16.5,17.0,3
21.0,21.5,17.0,17.5,3
21.0,21.5,17.5,18.0,5
21.0,21.5,18.0,18.5,10
21.0,21.5,18.5,19.0,8
21.0,21.5,19.0,19.5,12
21.0,21.5,19.5,20.0,16
21.0,21.5,20.0,20.5,28
21.0,21.5,20.5,21.0,23
21.0,21.5,21.0,21.5,11
21.0,21.5,21.5,22.0,14
21.0,21.5,22.0,22.5,21
21.0,21.5,22.5,23.0,18
21.0,21.5,23.0,23.5,23
21.0,21.5,23.5,24.0,5
21.0,21.5,24.0,24.5,12
21.0,21.5,24.5,25.0,3
21.0,21.5,25.0,25.5,5
21.0,21.5,25.5,26.0,2
21.0,21.5,26.0,26.5,3
21.0,21.5,26.5,27.0,2
21.0,21.5,27.0,27.5,3
21.0,21.5,27.5,28.0,4
21.0,21.5,28.0,28.5,4
21.0,21.5,29.0,29.5,2
21.0,21.5,33.5,34.0,1
21.5,22.0,14.5,15.0,1
21.5,22.0,15.0,15.5,2
21.5,22.0,15.5,16.0,2
21.5,22.0,16.5,17.0,1
21.5,22.0,17.0,17.5,1
21.5,22.0,17.5,18.0,2
21.5,22.0,18.0,18.5,6
21.5,22.0,18.5,19.0,10
21.5,22.0,19.0,19.5,7
21.5,22.0,19.5,20.0,9
21.5,22.0,20.0,20.5,11
21.5,22.0,20.5,21.0,12
21.5,22.0,21.0,21.5,15
21.5,22.0,21.5,22.0,8
21.5,22.0,22.0,22.5,11
21.5,22.0,22.5,23.0,15
21.5,22.0,23.0,23.5,9
21.5,22.0,23.5,24.0,5
21.5,22.0,24.0,24.5,8
21.5,22.0,24.5,25.0,3
21.5,22.0,25.0,25.5,3
21.5,22.0,25.5,26.0,5
21.5,22.0,26.0,26.5,4
21.5,22.0,26.5,27.0,3
21.5,22.0,27.0,27.5,2
21.5,22.0,27.5,28.0,1
21.5,22.0,28.0,28.5,1
21.5,22.0,28.5,29.0,1
21.5,22.0,29.5,30.0,3
21.5,22.0,30.0,30.5,1
21.5,22.0,30.5,31.0,1
21.5,22.0,31.5,32.0,1
21.5,22.0,32.0,32.5,1
22.0,22.5,8.5,9.0,1
22.0,22.5,12.0,12.5,1
22.0,22.5,14.0,14.5,1
22.0,22.5,14.5,15.0,1
22.0,22.5,15.0,15.5,1
22.0,22.5,16.0,16.5,2
22.0,22.5,17.0,17.5,3
22.0,22.5,17.5,18.0,1
22.0,22.5,18.0,18.5,5
22.0,22.5,18.5,19.0,12
22.0,22.5,19.0,19.5,2
22.0,22.5,19.5,20.0,8
22.0,22.5,20.0,20.5,6
22.0,22.5,20.5,21.0,11
22.0,22.5,21.0,21.5,12
22.0,22.5,21.5,22.0,10
22.0,22.5,22.0,22.5,6
22.0,22.5,22.5,23.0,19
22.0,22.5,23.0,23.5,3
22.0,22.5,23.5,24.0,3
22.0,22.5,24.0,24.5,16
22.0,22.5,24.5,25.0,10
22.0,22.5,25.0,25.5,3
22.0,22.5,25.5,26.0,2
22.0,22.5,26.0,26.5,5
22.0,22.5,26.5,27.0,5
22.0,22.5,27.5,28.0,1
22.0,22.5,28.0,28.5,3
22.0,22.5,28.5,29.0,1
22.0,22.5,29.5,30.0,2
22.0,22.5,31.0,31.5,1
22.0,22.5,32.0,32.5,1
22.0,22.5,34.0,34.5,1
22.0,22.5,34.5,35.0,1
22.0,22.5,35.0,35.5,1
22.0,22.5,37.5,38.0,1
22.0,22.5,38.0,38.5,1
22.0,22.5,38.5,39.0,1
22.5,23.0,16.0,16.5,2
22.5,23.0,17.0,17.5,2
22.5,23.0,17.5,18.0,1
22.5,23.0,18.0,18.5,1
22.5,23.0,18.5,19.0,4
22.5,23.0,19.0,19.5,3
22.5,23.0,19.5,20.0,3
22.5,23.0,20.0,20.5,7
22.5,23.0,20.5,21.0,8
22.5,23.0,21.0,21.5,15
22.5,23.0,21.5,22.0,11
22.5,23.0,22.0,22.5,9
22.5,23.0,22.5,23.0,9
22.5,23.0,23.0,23.5,5
22.5,23.0,23.5,24.0,1
22.5,23.0,24.0,24.5,8
22.5,23.0,24.5,25.0,3
22.5,23.0,25.0,25.5,2
22.5,23.0,25.5,26.0,3
22.5,23.0,26.0,26.5,2
22.5,23.0,26.5,27.0,2
22.5,23.0,27.0,27.5,2
22.5,23.0,27.5,28.0,1
22.5,23.0,28.0,28.5,2
22.5,23.0,28.5,29.0,2
22.5,23.0,29.5,30.0,1
22.5,23.0,31.0,31.5,1
22.5,23.0,33.0,33.5,1
22.5,23.0,34.0,34.5,1
23.0,23.5,16.5,17.0,1
23.0,23.5,17.0,17.5,1
23.0,23.5,18.0,18.5,1
23.0,23.5,19.0,19.5,3
23.0,23.5,19.5,20.0,3
23.0,23.5,20.0,20.5,4
23.0,23.5,20.5,21.0,5
23.0,23.5,21.0,21.5,8
23.0,23.5,21.5,22.0,10
23.0,23.5,22.0,22.5,8
23.0,23.5,22.5,23.0,9
23.0,23.5,23.0,23.5,8
23.0,23.5,23.5,24.0,4
23.0,23.5,24.0,24.5,13
23.0,23.5,24.5,25.0,4
23.0,23.5,25.0,25.5,7
23.0,23.5,25.5,26.0,2
23.0,23.5,26.0,26.5,2
23.0,23.5,26.5,27.0,1
23.0,23.5,27.0,27.5,2
23.0,23.5,28.0,28.5,2
23.0,23.5,28.5,29.0,1
23.0,23.5,29.0,29.5,1
23.5,24.0,20.0,20.5,1
23.5,24.0,20.5,21.0,1
23.5,24.0,21.0,21.5,4
23.5,24.0,21.5,22.0,1
23.5,24.0,22.0,22.5,3
23.5,24.0,22.5,23.0,1
23.5,24.0,23.0,23.5,5
23.5,24.0,23.5,24.0,4
23.5,24.0,24.0,24.5,5
23.5,24.0,27.5,28.0,1
23.5,24.0,28.0,28.5,1
23.5,24.0,36.0,36.5,1
24.0,24.5,12.5,13.0,1
24.0,24.5,13.5,14.0,1
24.0,24.5,14.5,15.0,1
24.0,24.5,15.5,16.0,1
24.0,24.5,17.0,17.5,3
24.0,24.5,18.5,19.0,1
24.0,24.5,19.0,19.5,3
24.0,24.5,19.5,20.0,3
24.0,24.5,20.0,20.5,8
24.0,24.5,20.5,21.0,7
24.0,24.5,21.0,21.5,5
24.0,24.5,21.5,22.0,5
24.0,24.5,22.0,22.5,3
24.0,24.5,22.5,23.0,6
24.0,24.5,23.0,23.5,9
24.0,24.5,23.5,24.0,4
24.0,24.5,24.0,24.5,20
24.0,24.5,24.5,25.0,6
24.0,24.5,25.0,25.5,7
24.0,24.5,25.5,26.0,8
24.0,24.5,26.0,26.5,4
24.0,24.5,26.5,27.0,2
24.0,24.5,27.0,27.5,2
24.0,24.5,28.0,28.5,2
24.0,24.5,28.5,29.0,3
24.0,24.5,29.0,29.5,3
24.0,24.5,29.5,30.0,1
24.0,24.5,32.0,32.5,1
24.0,24.5,33.5,34.0,1
24.0,24.5,34.0,34.5,1
24.0,24.5,36.0,36.5,1
24.5,25.0,18.0,18.5,1
24.5,25.0,19.5,20.0,1
24.5,25.0,20.0,20.5,1
24.5,25.0,21.0,21.5,3
24.5,25.0,21.5,22.0,3
24.5,25.0,22.0,22.5,4
24.5,25.0,22.5,23.0,2
24.5,25.0,23.0,23.5,4
24.5,25.0,23.5,24.0,2
24.5,25.0,24.0,24.5,2
24.5,25.0,24.5,25.0,2
24.5,25.0,25.0,25.5,1
24.5,25.0,25.5,26.0,1
24.5,25.0,26.0,26.5,2
24.5,25.0,26.5,27.0,1
24.5,25.0,27.0,27.5,2
24.5,25.0,27.5,28.0,1
24.5,25.0,28.0,28.5,1
25.0,25.5,17.5,18.0,2
25.0,25.5,18.0,18.5,1
25.0,25.5,19.5,20.0,1
25.0,25.5,20.0,20.5,2
25.0,25.5,21.0,21.5,1
25.0,25.5,22.0,22.5,3
25.0,25.5,22.5,23.0,6
25.0,25.5,23.0,23.5,5
25.0,25.5,23.5,24.0,3
25.0,25.5,24.0,24.5,7
25.0,25.5,24.5,25.0,5
25.0,25.5,25.0,25.5,5
25.0,25.5,25.5,26.0,2
25.0,25.5,26.0,26.5,1
25.0,25.5,26.5,27.0,4
25.0,25.5,27.0,27.5,4
25.0,25.5,27.5,28.0,2
25.0,25.5,28.0,28.5,1
25.0,25.5,28.5,29.0,1
25.0,25.5,29.5,30.0,1
25.0,25.5,30.0,30.5,2
25.0,25.5,30.5,31.0,2
25.0,25.5,31.0,31.5,1
25.0,25.5,32.5,33.0,1
25.0,25.5,34.0,34.5,1
25.5,26.0,16.5,17.0,2
25.5,26.0,17.0,17.5,1
25.5,26.0,18.5,19.0,1
25.5,26.0,20.0,20.5,1
25.5,26.0,20.5,21.0,1
25.5,26.0,22.0,22.5,4
25.5,26.0,22.5,23.0,2
25.5,26.0,23.0,23.5,2
25.5,26.0,23.5,24.0,2
25.5,26.0,24.0,24.5,3
25.5,26.0,24.5,25.0,3
25.5,26.0,25.0,25.5,4
25.5,26.0,26.5,27.0,2
25.5,26.0,27.5,28.0,2
25.5,26.0,28.0,28.5,4
25.5,26.0,28.5,29.0,1
25.5,26.0,29.5,30.0,1
25.5,26.0,30.0,30.5,1
25.5,26.0,31.0,31.5,1
25.5,26.0,32.0,32.5,1
25.5,26.0,32.5,33.0,1
26.0,26.5,16.0,16.5,1
26.0,26.5,20.0,20.5,1
26.0,26.5,21.5,22.0,2
26.0,26.5,24.0,24.5,4
26.0,26.5,25.0,25.5,4
26.0,26.5,25.5,26.0,6
26.0,26.5,26.5,27.0,4
26.0,26.5,27.5,28.0,1
26.0,26.5,28.0,28.5,1
26.0,26.5,29.0,29.5,1
26.0,26.5,29.5,30.0,2
26.0,26.5,30.5,31.0,1
26.0,26.5,32.0,32.5,1
26.0,26.5,36.0,36.5,1
26.0,26.5,39.5,40.0,1
26.5,27.0,21.0,21.5,1
26.5,27.0,21.5,22.0,2
26.5,27.0,23.0,23.5,3
26.5,27.0,24.0,24.5,5
26.5,27.0,24.5,25.0,1
26.5,27.0,25.5,26.0,2
26.5,27.0,26.0,26.5,4
26.5,27.0,26.5,27.0,1
26.5,27.0,27.0,27.5,1
26.5,27.0,28.5,29.0,1
26.5,27.0,29.5,30.0,1
26.5,27.0,30.5,31.0,2
26.5,27.0,31.0,31.5,1
26.5,27.0,34.0,34.5,1
26.5,27.0,39.5,40.0,1
27.0,27.5,18.0,18.5,1
27.0,27.5,20.0,20.5,2
27.0,27.5,21.0,21.5,1
27.0,27.5,21.5,22.0,1
27.0,27.5,23.5,24.0,1
27.0,27.5,24.5,25.0,2
27.0,27.5,25.5,26.0,2
27.0,27.5,26.0,26.5,3
27.0,27.5,27.0,27.5,1
27.0,27.5,27.5,28.0,2
27.0,27.5,29.0,29.5,1
27.0,27.5,30.0,30.5,3
27.0,27.5,31.0,31.5,1
27.0,27.5,31.5,32.0,1
27.0,27.5,36.0,36.5,1
27.5,28.0,24.0,24.5,1
27.5,28.0,24.5,25.0,1
27.5,28.0,25.5,26.0,1
27.5,28.0,27.0,27.5,1
27.5,28.0,28.0,28.5,1
27.5,28.0,28.5,29.0,1
27.5,28.0,30.0,30.5,1
27.5,28.0,31.5,32.0,1
27.5,28.0,32.0,32.5,1
28.0,28.5,23.0,23.5,1
28.0,28.5,23.5,24.0,1
28.0,28.5,26.0,26.5,1
28.0,28.5,27.0,27.5,1
28.0,28.5,27.5,28.0,1
28.5,29.0,22.0,22.5,1
28.5,29.0,24.0,24.5,2
28.5,29.0,24.5,25.0,1
28.5,29.0,25.0,25.5,1
28.5,29.0,25.5,26.0,1
28.5,29.0,28.0,28.5,1
28.5,29.0,29.0,29.5,1
28.5,29.0,30.5,31.0,1
28.5,29.0,33.0,33.5,1
29.5,30.0,18.0,18.5,1
29.5,30.0,23.5,24.0,1
29.5,30.0,27.0,27.5,1
29.5,30.0,27.5,28.0,2
29.5,30.0,28.0,28.5,1
29.5,30.0,28.5,29.0,1
29.5,30.0,30.5,31.0,1
30.0,30.5,10.5,11.0,1
30.0,30.5,23.0,23.5,1
30.0,30.5,30.5,31.0,1
30.0,30.5,32.0,32.5,1
30.5,31.0,25.0,25.5,1
30.5,31.0,26.5,27.0,1
30.5,31.0,35.0,35.5,1
31.0,31.5,26.0,26.5,1
31.0,31.5,29.5,30.0,1
31.0,31.5,30.0,30.5,1
31.0,31.5,32.0,32.5,1
31.5,32.0,29.5,30.0,1
32.0,32.5,31.5,32.0,2
32.0,32.5,37.0,37.5,1
33.0,33.5,25.5,26.0,1
33.0,33.5,31.0,31.5,1
33.0,33.5,34.5,35.0,1
33.5,34.0,30.5,31.0,1
33.5,34.0,35.0,35.5,1
34.0,34.5,24.0,24.5,1
34.0,34.5,37.5,38.0,1
34.5,35.0,34.5,35.0,1
36.0,36.5,36.0,36.5,1
36.5,37.0,34.5,35.0,1
37.5,38.0,30.0,30.5,1
38.0,38.5,36.0,36.5,1
