family,concept,index,clause,marked_decisive,drafter_note,R1_true,R1_names,R1_decisive,R1_comment,R2_true,R2_names,R2_decisive,R2_comment,resolution
foods,foods/grape,2,"comes in green, red and dark purple varieties",,,,,,,,,,,
foods,foods/grape,3,can be crushed and fermented into an alcoholic drink,,,,,,,,,,,
foods,foods/grape,4,"is often sold dried as a sweet, chewy snack",,,,,,,,,,,
foods,foods/grape,5,is sold in seedless varieties for easy snacking,,,,,,,,,,,
foods,foods/grape,6,is frozen whole to make a cool summer snack,,,,,,,,,,,
foods,foods/grape,7,has a pale powdery bloom on its skin when freshly picked,,,,,,,,,,,
foods,foods/grape,8,is pulled off its stalk one at a time and eaten whole,yes,,,,,,,,,,
foods,foods/grape,9,is cut lengthwise for small children to prevent choking,yes,,,,,,,,,,
foods,foods/grape,10,is toxic to dogs even in small amounts,,"""is toxic to dogs even in small amounts"" - toxicity is well established but idiosyncratic; some dogs eat a few without harm",,,,,,,,,
foods,foods/grape,11,is pressed into a juice or cooked into a sweet jelly,,,,,,,,,,,
foods,foods/honey,0,is used as a natural sweetener in place of sugar,,,,,,,,,,,
foods,foods/honey,1,"is thick, sticky and amber in colour",,,,,,,,,,,
foods,foods/honey,2,keeps almost indefinitely in a sealed jar without spoiling,yes,"""keeps almost indefinitely in a sealed jar without spoiling"" - true of properly ripened low-moisture honey; high-moisture honey can ferment",,,,,,,,,
foods,foods/honey,3,can turn grainy if stored too long or too cold,,,,,,,,,,,
foods,foods/honey,4,is stirred into hot tea to sweeten it,,,,,,,,,,,
foods,foods/honey,5,"is spread on toast, crumpets or warm scones",,,,,,,,,,,
foods,foods/honey,6,"comes in dark, strong kinds and pale, mild kinds",,,,,,,,,,,
foods,foods/honey,7,is sold in glass jars and squeezable bottles,,,,,,,,,,,
foods,foods/honey,8,is an ingredient in some cough syrups and throat sweets,,,,,,,,,,,
foods,foods/honey,9,"is drizzled over pancakes, waffles and yoghurt",,,,,,,,,,,
foods,foods/honey,10,is added to marinades and glazes for roast meat,,,,,,,,,,,
foods,foods/honey,11,is warmed gently to make it runny again,,,,,,,,,,,
foods,foods/lemon,0,"has sharp, acidic juice that is rarely drunk on its own",,,,,,,,,,,
foods,foods/lemon,1,"has a bright yellow, waxy peel dotted with oil glands",yes,,,,,,,,,,
foods,foods/lemon,2,is squeezed over fried fish and grilled prawns,,,,,,,,,,,
foods,foods/lemon,3,has zest that is grated into cakes and biscuits,,,,,,,,,,,
foods,foods/lemon,4,is cut into wedges or thin slices for cold drinks,,,,,,,,,,,
foods,foods/lemon,5,is added to hot water or tea for a sharp flavour,,,,,,,,,,,
foods,foods/lemon,6,"grows on small, thorny evergreen trees in warm climates",,"""grows on small, thorny evergreen trees in warm climates"" - most lemon cultivars bear thorns, but some are nearly thornless",,,,,,,,,
foods,foods/lemon,7,is high in vitamin C but low in natural sugar,,,,,,,,,,,
foods,foods/lemon,8,keeps cut avocado and pears from turning brown,,,,,,,,,,,
foods,foods/lemon,9,is mixed with oil to dress salads in place of vinegar,,,,,,,,,,,
foods,foods/lemon,10,is oval with a small pointed tip at one or both ends,yes,,,,,,,,,,
foods,foods/lemon,11,is sometimes preserved in salt and used in slow-cooked stews,,,,,,,,,,,
foods,foods/mango,0,grows on large evergreen trees in tropical regions,,,,,,,,,,,
foods,foods/mango,1,"has sweet, juicy, deep yellow flesh when ripe",,,,,,,,,,,
foods,foods/mango,2,has a single large stone at its centre surrounded by flesh,,,,,,,,,,,
foods,foods/mango,3,is scored in a crisscross pattern to cut the flesh into cubes,yes,,,,,,,,,,
foods,foods/mango,4,"has smooth skin that can be green, yellow or red when ripe",,,,,,,,,,,
foods,foods/mango,5,"is blended with yoghurt into a sweet, thick drink",,,,,,,,,,,
foods,foods/mango,6,yields slightly to gentle pressure when it is ready to eat,,,,,,,,,,,
foods,foods/mango,7,is also eaten unripe and sour with salt and chilli,,,,,,,,,,,
foods,foods/mango,8,has flesh that can be stringy and fibrous near the seed,,,,,,,,,,,
foods,foods/mango,9,is served with coconut milk in sweet tropical desserts,,,,,,,,,,,
foods,foods/mango,10,"is cooked into sweet, spicy chutneys and pickles",,,,,,,,,,,
foods,foods/mango,11,has sap near the stem that can irritate the skin,,"""has sap near the stem that can irritate the skin"" - the sap contains urushiol-related compounds; it affects sensitive people, not everyone",,,,,,,,,
foods,foods/orange,0,"is a round citrus fruit with a thick, dimpled peel",yes,,,,,,,,,,
foods,foods/orange,1,is peeled by hand and pulled apart into juicy segments,,,,,,,,,,,
foods,foods/orange,2,is squeezed for its juice on a ridged reamer,,,,,,,,,,,
foods,foods/orange,3,has a peel that can stay green on the tree in the tropics,,"""has a peel that can stay green on the tree in the tropics"" - true (colour change needs cool nights), but may not be common knowledge to a reader",,,,,,,,,
foods,foods/orange,4,"grows in large groves in warm, sunny climates",,,,,,,,,,,
foods,foods/orange,5,"has a soft, bitter white pith just under its peel",,,,,,,,,,,
foods,foods/orange,6,has peel that is candied or boiled into preserves,,,,,,,,,,,
foods,foods/orange,7,"is sweet and juicy with a mild, tangy taste",,,,,,,,,,,
foods,foods/orange,8,"has seeds called pips, though many kinds are seedless",,,,,,,,,,,
foods,foods/orange,9,is cut into wedges as a juicy snack for children,,,,,,,,,,,
foods,foods/orange,10,has fragrant white blossom used in perfume,yes,"""has fragrant white blossom used in perfume"" - neroli oil comes mainly from bitter-orange blossom; sweet-orange blossom is used too",,,,,,,,,
foods,foods/orange,11,is roughly the size of a tennis ball or a little bigger,,,,,,,,,,,
foods,foods/pasta,0,is usually made from just wheat flour and water,,,,,,,,,,,
foods,foods/pasta,1,is boiled in well-salted water until just firm to the bite,yes,,,,,,,,,,
foods,foods/pasta,2,comes dried in boxes or fresh in chilled packs,,,,,,,,,,,
foods,foods/pasta,3,"comes in many different shapes, sizes and thicknesses",,,,,,,,,,,
foods,foods/pasta,4,is tossed with a tomato sauce and fresh basil before serving,,,,,,,,,,,
foods,foods/pasta,5,can be made fresh by rolling a dough thin and cutting it,,,,,,,,,,,
foods,foods/pasta,6,"is a cheap, filling staple kept in most kitchen cupboards",,,,,,,,,,,
foods,foods/pasta,7,is drained in a colander as soon as it is cooked,,,,,,,,,,,
foods,foods/pasta,8,is baked in the oven with a creamy sauce,,,,,,,,,,,
foods,foods/pasta,9,can be stuffed with a spinach or meat filling before boiling,,,,,,,,,,,
foods,foods/pasta,10,swells and softens as it soaks up water during cooking,,,,,,,,,,,
foods,foods/pasta,11,is served in wide bowls and eaten with a fork,,,,,,,,,,,
foods,foods/pizza,0,is made on a base of yeast-risen bread dough,,,,,,,,,,,
foods,foods/pizza,1,is baked in minutes in a blazing hot stone oven,,,,,,,,,,,
foods,foods/pizza,2,is spread with tomato sauce before its toppings are added,yes,,,,,,,,,,
foods,foods/pizza,3,is sliced into wedges and usually eaten by hand,,,,,,,,,,,
foods,foods/pizza,4,is a popular takeaway ordered by phone or app,,,,,,,,,,,
foods,foods/pizza,5,is often bought by the slice and eaten on the go,,,,,,,,,,,
foods,foods/pizza,6,has a crust that may be thin and crisp or thick and chewy,,,,,,,,,,,
foods,foods/pizza,7,is covered with a choice of meats and vegetables,,,,,,,,,,,
foods,foods/pizza,8,is often eaten cold as leftovers the next morning,,,,,,,,,,,
foods,foods/pizza,9,has dough that is stretched by hand and sometimes spun in the air,yes,,,,,,,,,,
foods,foods/pizza,10,is slid into the oven on a flat long-handled peel,,,,,,,,,,,
foods,foods/pizza,11,is sold frozen in supermarkets for quick oven meals,,,,,,,,,,,
foods,foods/soup,0,is usually served steaming hot on cold days,,,,,,,,,,,
foods,foods/soup,1,is eaten slowly from a bowl with a spoon,,,,,,,,,,,
foods,foods/soup,2,"is made by simmering vegetables, meat or beans in stock",,,,,,,,,,,
foods,foods/soup,3,can be blended smooth or left chunky with pieces,,,,,,,,,,,
foods,foods/soup,4,is served with crusty bread for dipping,,,,,,,,,,,
foods,foods/soup,5,can be frozen in batches and reheated later,,,,,,,,,,,
foods,foods/soup,6,is sometimes served chilled on hot summer days,,,,,,,,,,,
foods,foods/soup,7,is cooked slowly in a large pot on the stove,,,,,,,,,,,
foods,foods/soup,8,"can be thickened with cream, flour or potatoes",,,,,,,,,,,
foods,foods/soup,9,is sold in cans and packets as a quick lunch,,,,,,,,,,,
foods,foods/soup,10,is often served as a starter before the main course,,,,,,,,,,,
foods,foods/soup,11,is carried in a flask to stay warm on long walks,,,,,,,,,,,
foods,foods/steak,0,"comes from the loin, rib or rump, usually of beef",yes,,,,,,,,,,
foods,foods/steak,1,is seared in a very hot pan or over a grill,,,,,,,,,,,
foods,foods/steak,2,"is bought from the butcher in thick, individual portions",,,,,,,,,,,
foods,foods/steak,3,is rested for a few minutes after cooking so juices settle,,,,,,,,,,,
foods,foods/steak,4,has thin streaks of fat running through that add flavour,,,,,,,,,,,
foods,foods/steak,5,is often served with chips and a green salad,,,,,,,,,,,
foods,foods/steak,6,is sliced against the grain into strips for serving,,,,,,,,,,,
foods,foods/steak,7,is a centrepiece of barbecues and upmarket grill restaurants,,,,,,,,,,,
foods,foods/steak,8,is expensive when it comes from prized grass-fed herds,,,,,,,,,,,
foods,foods/steak,9,is checked for doneness by pressing it or with a thermometer,,,,,,,,,,,
foods,foods/steak,10,is seasoned simply with salt and pepper before cooking,,,,,,,,,,,
foods,foods/steak,11,stays red or pink inside when cooked only briefly,,,,,,,,,,,
foods,foods/strawberry,0,has tiny seeds dotted over its outer surface,yes,"""has tiny seeds dotted over its outer surface"" - botanically these are achenes (tiny fruits each holding a seed); everyday usage calls them seeds",,,,,,,,,
foods,foods/strawberry,1,turns bright red all over when fully ripe,,,,,,,,,,,
foods,foods/strawberry,2,has a small tuft of green leaves that is cut away,,,,,,,,,,,
foods,foods/strawberry,3,"grows on low, leafy plants close to the ground",,,,,,,,,,,
foods,foods/strawberry,4,"is picked in early summer, often by visitors at farms",,,,,,,,,,,
foods,foods/strawberry,5,is boiled with sugar into a sweet red jam,,,,,,,,,,,
foods,foods/strawberry,6,bruises easily and spoils within a few days of picking,,,,,,,,,,,
foods,foods/strawberry,7,is served with whipped cream in summer desserts,,,,,,,,,,,
foods,foods/strawberry,8,"is often grown under long, low tunnels to extend the season",,,,,,,,,,,
foods,foods/strawberry,9,is dipped in melted chocolate as a treat,,,,,,,,,,,
foods,foods/strawberry,10,"is a popular flavour for milkshakes, yoghurt and ice cream",,,,,,,,,,,
foods,foods/strawberry,11,"is soft and juicy with a sweet, slightly tart taste",,,,,,,,,,,
foods,foods/sushi,0,"is built around small portions of cooked, seasoned rice",,,,,,,,,,,
foods,foods/sushi,1,is topped or rolled with raw fish such as salmon or tuna,yes,,,,,,,,,,
foods,foods/sushi,2,is often wrapped in thin sheets of dried seaweed,yes,,,,,,,,,,
foods,foods/sushi,3,is dipped lightly in soy sauce before each bite,,,,,,,,,,,
foods,foods/sushi,4,is eaten with chopsticks or simply by hand,,,,,,,,,,,
foods,foods/sushi,5,"comes with a sharp, hot condiment on the side",,,,,,,,,,,
foods,foods/sushi,6,is cut into bite-sized rounds from a long roll,,,,,,,,,,,
foods,foods/sushi,7,is prepared by chefs who spend years learning the craft,,,,,,,,,,,
foods,foods/sushi,8,is sold in ready-made packs at supermarket chilled counters,,,,,,,,,,,
foods,foods/sushi,9,was first developed as a way to preserve fish,,"""was first developed as a way to preserve fish"" - refers to narezushi, fish packed in fermenting rice; accurate but not everyday knowledge",,,,,,,,,
foods,foods/sushi,10,can be filled with avocado and cucumber instead of meat,,,,,,,,,,,
foods,foods/sushi,11,tastes best eaten soon after it is made,,,,,,,,,,,
vehicles,vehicles/bicycle,0,has two wheels and is balanced by the person riding it,,,,,,,,,,,
vehicles,vehicles/bicycle,1,usually has no engine and is driven by human effort,,,,,,,,,,,
vehicles,vehicles/bicycle,2,usually sends power to its rear wheel through a metal chain,yes,,,,,,,,,,
vehicles,vehicles/bicycle,3,is steered by turning handlebars linked to the front wheel,,,,,,,,,,,
vehicles,vehicles/bicycle,4,has a small saddle on a post that adjusts in height,yes,,,,,,,,,,
vehicles,vehicles/bicycle,5,often has several gears for climbing hills and cruising on the flat,,,,,,,,,,,
vehicles,vehicles/bicycle,6,has inflatable tyres on wheels laced with thin wire spokes,,,,,,,,,,,
vehicles,vehicles/bicycle,7,makes almost no sound and gives off no exhaust,,,,,,,,,,,
vehicles,vehicles/bicycle,8,is ridden by couriers weaving through city traffic,,,,,,,,,,,
vehicles,vehicles/bicycle,9,usually has a light frame built from hollow tubes,,,,,,,,,,,
vehicles,vehicles/bicycle,10,balances upright only while it is moving or being held,,,,,,,,,,,
vehicles,vehicles/bicycle,11,can be carried up stairs or hung on a wall hook,,,,,,,,,,,
vehicles,vehicles/boat,0,is often steered with a rudder at the back,,,,,,,,,,,
vehicles,vehicles/boat,1,"can be moved along by oars, by sails or by a motor",yes,,,,,,,,,,
vehicles,vehicles/boat,2,is often tied up with ropes when it is not in use,,,,,,,,,,,
vehicles,vehicles/boat,3,has a front that tapers to a point to cut through water,,,,,,,,,,,
vehicles,vehicles/boat,4,is often towed on a trailer and launched from a ramp,,,,,,,,,,,
vehicles,vehicles/boat,5,"is used by people who fish on lakes, rivers and the sea",,,,,,,,,,,
vehicles,vehicles/boat,6,may carry a mast and sails to catch the wind,,,,,,,,,,,
vehicles,vehicles/boat,7,can leak and slowly fill with water if it is damaged,,,,,,,,,,,
vehicles,vehicles/boat,8,rocks from side to side as waves pass beneath it,,,,,,,,,,,
vehicles,vehicles/boat,9,is often given a name that is painted on its hull,,,,,,,,,,,
vehicles,vehicles/boat,10,is pushed by a spinning propeller when fitted with a motor,,,,,,,,,,,
vehicles,vehicles/boat,11,may have a small cabin below deck for sleeping,,,,,,,,,,,
vehicles,vehicles/canoe,0,is moved by people using paddles with a blade at one end,yes,,,,,,,,,,
vehicles,vehicles/canoe,1,"is usually open on top, with no deck covering the people inside",,,,,,,,,,,
vehicles,vehicles/canoe,2,is long and narrow with both ends pointed,,,,,,,,,,,
vehicles,vehicles/canoe,3,can be lifted onto a car roof by two adults,,,,,,,,,,,
vehicles,vehicles/canoe,4,is often rented by the hour at lakes and river parks,,,,,,,,,,,
vehicles,vehicles/canoe,5,"often seats two people, one at each end",,,,,,,,,,,
vehicles,vehicles/canoe,6,is usually steered by the person sitting at the back,,,,,,,,,,,
vehicles,vehicles/canoe,7,has no engine and glides almost silently over the water,,,,,,,,,,,
vehicles,vehicles/canoe,8,can carry tents and supplies on wilderness trips of several days,,,,,,,,,,,
vehicles,vehicles/canoe,9,is used for trips down rivers and across quiet lakes,,,,,,,,,,,
vehicles,vehicles/canoe,10,tips over easily if the people in it lean too far,,,,,,,,,,,
vehicles,vehicles/canoe,11,"is often made today of aluminium, fibreglass or polyethylene",,,,,,,,,,,
vehicles,vehicles/cart,0,has two or four wheels and is often pushed or pulled by hand,yes,,,,,,,,,,
vehicles,vehicles/cart,1,"may be pulled by a donkey, pony or ox in harness",yes,,,,,,,,,,
vehicles,vehicles/cart,2,"carries produce, firewood or luggage over short distances",,,,,,,,,,,
vehicles,vehicles/cart,3,has no engine and seldom moves faster than walking pace,,,,,,,,,,,
vehicles,vehicles/cart,4,often has a pair of shafts or handles at the front for pulling,,,,,,,,,,,
vehicles,vehicles/cart,5,is small enough to be moved along narrow lanes and paths,,,,,,,,,,,
vehicles,vehicles/cart,6,is used by market sellers to bring goods to their stalls,,,,,,,,,,,
vehicles,vehicles/cart,7,has an open box or flat bed resting over its axle,,,,,,,,,,,
vehicles,vehicles/cart,8,was long used on farms to haul hay and manure,,,,,,,,,,,
vehicles,vehicles/cart,9,was traditionally built from timber planks with iron-rimmed wheels,,,,,,,,,,,
vehicles,vehicles/cart,10,often has a single axle with one wheel at each end,,,,,,,,,,,
vehicles,vehicles/cart,11,rattles and creaks as it rolls over rough ground,,,,,,,,,,,
vehicles,vehicles/ferry,0,often repeats the same short route many times each day,,,,,,,,,,,
vehicles,vehicles/ferry,1,follows a published timetable with fixed departure times,,,,,,,,,,,
vehicles,vehicles/ferry,2,can take cars aboard by a ramp that lowers at one end,yes,,,,,,,,,,
vehicles,vehicles/ferry,3,"often has lounges, cafes and open decks for its passengers",,,,,,,,,,,
vehicles,vehicles/ferry,4,"crosses rivers, bays, straits and lakes",,,,,,,,,,,
vehicles,vehicles/ferry,5,is often run by a public transport authority,,"""is often run by a public transport authority"" - many ferries are public, but many are privately operated; 'often' carries the claim",,,,,,,,,
vehicles,vehicles/ferry,6,sounds a deep horn before it pulls away from the dock,,,,,,,,,,,
vehicles,vehicles/ferry,7,is usually driven by propellers turned by diesel engines,,,,,,,,,,,
vehicles,vehicles/ferry,8,carries commuters to islands that have no bridge to the mainland,yes,,,,,,,,,,
vehicles,vehicles/ferry,9,carries life rafts and life jackets for everyone on board,,,,,,,,,,,
vehicles,vehicles/ferry,10,is steered from a bridge high above its passenger decks,,,,,,,,,,,
vehicles,vehicles/ferry,11,can be big enough to carry hundreds of passengers at once,,,,,,,,,,,
vehicles,vehicles/jet,0,cruises high above most clouds and weather,,,,,,,,,,,
vehicles,vehicles/jet,1,is pushed forward by engines that suck in air and blast it out,yes,,,,,,,,,,
vehicles,vehicles/jet,2,usually has swept-back wings and a tall tail fin,,,,,,,,,,,
vehicles,vehicles/jet,3,takes off and lands on a long paved runway,,,,,,,,,,,
vehicles,vehicles/jet,4,is tracked on radar and guided by controllers on the ground,,,,,,,,,,,
vehicles,vehicles/jet,5,is used by air forces for combat and reconnaissance,,,,,,,,,,,
vehicles,vehicles/jet,6,carries passengers in rows of seats either side of an aisle,,,,,,,,,,,
vehicles,vehicles/jet,7,is flown by one or two pilots from a cockpit in the nose,,,,,,,,,,,
vehicles,vehicles/jet,8,makes a loud roar that can be heard for miles,,,,,,,,,,,
vehicles,vehicles/jet,9,tucks its wheels away out of the airflow after takeoff,,,,,,,,,,,
vehicles,vehicles/jet,10,burns kerosene fuel stored largely inside its wings,,,,,,,,,,,
vehicles,vehicles/jet,11,has a pressurised cabin so people can breathe at altitude,,,,,,,,,,,
vehicles,vehicles/kayak,0,is paddled with a long paddle that has a blade at each end,yes,,,,,,,,,,
vehicles,vehicles/kayak,1,usually has a snug cockpit that its occupant sits down inside,,,,,,,,,,,
vehicles,vehicles/kayak,2,is sat in with the legs stretched out in front,,,,,,,,,,,
vehicles,vehicles/kayak,3,"carries a single paddler in most designs, sometimes two",,,,,,,,,,,
vehicles,vehicles/kayak,4,can be rolled back upright by a skilled paddler after capsizing,yes,,,,,,,,,,
vehicles,vehicles/kayak,5,is usually light enough for one person to carry to the water,,,,,,,,,,,
vehicles,vehicles/kayak,6,is often moulded in one piece from tough polyethylene,,,,,,,,,,,
vehicles,vehicles/kayak,7,"is used for sea touring, whitewater runs and fishing",,,,,,,,,,,
vehicles,vehicles/kayak,8,is sometimes steered with foot pedals linked to a small rudder,,,,,,,,,,,
vehicles,vehicles/kayak,9,usually sits low in the water on a narrow hull,,,,,,,,,,,
vehicles,vehicles/kayak,10,is raced on flat water and on whitewater slalom courses,,,,,,,,,,,
vehicles,vehicles/kayak,11,often has sealed hatches for storing gear on long trips,,,,,,,,,,,
vehicles,vehicles/motorcycle,0,has an engine whose heat can be felt by the rider's legs,,,,,,,,,,,
vehicles,vehicles/motorcycle,1,has a hand lever on its handlebar that works the front brake,,,,,,,,,,,
vehicles,vehicles/motorcycle,2,usually has a clutch and a manual gearbox,,,,,,,,,,,
vehicles,vehicles/motorcycle,3,is ridden by people wearing helmets and armoured jackets,,,,,,,,,,,
vehicles,vehicles/motorcycle,4,leans into corners as the rider shifts their weight,,,,,,,,,,,
vehicles,vehicles/motorcycle,5,can easily keep pace with cars on a motorway,,,,,,,,,,,
vehicles,vehicles/motorcycle,6,usually has a fuel tank just in front of the seat,yes,,,,,,,,,,
vehicles,vehicles/motorcycle,7,is raced on paved circuits and across rough dirt tracks,,,,,,,,,,,
vehicles,vehicles/motorcycle,8,"makes a loud exhaust note, especially when revved",,,,,,,,,,,
vehicles,vehicles/motorcycle,9,sometimes carries a passenger on the seat behind the rider,,,,,,,,,,,
vehicles,vehicles/motorcycle,10,can have a sidecar attached for an extra passenger,yes,,,,,,,,,,
vehicles,vehicles/motorcycle,11,has a side stand that holds it upright when parked,,,,,,,,,,,
vehicles,vehicles/rocket,0,stands upright on a launch pad before liftoff,yes,,,,,,,,,,
vehicles,vehicles/rocket,1,burns through most of its fuel within minutes,,,,,,,,,,,
vehicles,vehicles/rocket,2,is usually assembled in a huge building and then moved out,,,,,,,,,,,
vehicles,vehicles/rocket,3,delivers satellites and crews into orbit around the Earth,yes,,,,,,,,,,
vehicles,vehicles/rocket,4,is often delayed on the ground by high winds or storms,,,,,,,,,,,
vehicles,vehicles/rocket,5,can leave a long trail of smoke and vapour in the sky,,,,,,,,,,,
vehicles,vehicles/rocket,6,is tall and slender with a pointed tip,,,,,,,,,,,
vehicles,vehicles/rocket,7,steers by swivelling the nozzles of its engines,,,,,,,,,,,
vehicles,vehicles/rocket,8,is often launched out over the sea for safety,,,,,,,,,,,
vehicles,vehicles/rocket,9,is increasingly designed to fly again rather than be thrown away,,"""is increasingly designed to fly again rather than be thrown away"" - reusable boosters are a growing share, but most launchers are still expendable",,,,,,,,,
vehicles,vehicles/rocket,10,is so loud that anyone close by needs ear protection,,"""is so loud that anyone close by needs ear protection"" - true of the noise level, though in practice nobody is allowed close at liftoff",,,,,,,,,
vehicles,vehicles/rocket,11,costs many millions and is built by governments or a few firms,,,,,,,,,,,
vehicles,vehicles/scooter,0,has small wheels and a low platform for the rider's feet,,,,,,,,,,,
vehicles,vehicles/scooter,1,has an upright steering column with handlebars at the top,,,,,,,,,,,
vehicles,vehicles/scooter,2,can be pushed along by kicking against the ground,yes,,,,,,,,,,
vehicles,vehicles/scooter,3,is popular for short trips along crowded city streets,,,,,,,,,,,
vehicles,vehicles/scooter,4,is often rented by the minute in large cities,,,,,,,,,,,
vehicles,vehicles/scooter,5,may have a small electric motor with a battery in the deck,,,,,,,,,,,
vehicles,vehicles/scooter,6,may have a small petrol engine that makes a buzzing sound,,,,,,,,,,,
vehicles,vehicles/scooter,7,often folds up so it can be carried onto a bus,,,,,,,,,,,
vehicles,vehicles/scooter,8,is ridden standing up in some designs and seated in others,,,,,,,,,,,
vehicles,vehicles/scooter,9,is ridden by children on pavements and in parks,,,,,,,,,,,
vehicles,vehicles/scooter,10,is limited to low speeds in cycle lanes in many cities,,"""is limited to low speeds in cycle lanes in many cities"" - e-scooter rules vary widely by city",,,,,,,,,
vehicles,vehicles/scooter,11,is stopped with a hand brake or by pressing a foot down,,,,,,,,,,,
vehicles,vehicles/submarine,0,operates hidden below the surface of the sea,,,,,,,,,,,
vehicles,vehicles/submarine,1,has a tall fin rising from the top of its hull,,,,,,,,,,,
vehicles,vehicles/submarine,2,raises a periscope to look above the surface,yes,,,,,,,,,,
vehicles,vehicles/submarine,3,controls its depth by adjusting its buoyancy,,,,,,,,,,,
vehicles,vehicles/submarine,4,has a long cylindrical hull with a rounded front,,,,,,,,,,,
vehicles,vehicles/submarine,5,uses sonar to find its way and detect other ships,,,,,,,,,,,
vehicles,vehicles/submarine,6,is often powered by a nuclear reactor instead of diesel engines,,,,,,,,,,,
vehicles,vehicles/submarine,7,carries weapons able to strike targets hundreds of kilometres away,,,,,,,,,,,
vehicles,vehicles/submarine,8,has a crew who live for months in cramped quarters,,,,,,,,,,,
vehicles,vehicles/submarine,9,has a strong hull built to withstand great pressure,,,,,,,,,,,
vehicles,vehicles/submarine,10,is entered and left through hatches on its top,,,,,,,,,,,
vehicles,vehicles/submarine,11,is designed to run as quietly as possible to avoid detection,,,,,,,,,,,
vehicles,vehicles/tractor,0,typically has huge rear wheels and smaller front wheels,yes,,,,,,,,,,
vehicles,vehicles/tractor,1,"drags heavy equipment across soft, muddy fields",,,,,,,,,,,
vehicles,vehicles/tractor,2,is steered from an open seat or a glass-sided cab,,,,,,,,,,,
vehicles,vehicles/tractor,3,is sometimes fitted with crawler tracks instead of wheels,,,,,,,,,,,
vehicles,vehicles/tractor,4,has deep tread on its tyres to grip muddy soil,,,,,,,,,,,
vehicles,vehicles/tractor,5,"moves slowly on public roads, holding up the traffic behind",,,,,,,,,,,
vehicles,vehicles/tractor,6,is powered by a large diesel engine with plenty of torque,,,,,,,,,,,
vehicles,vehicles/tractor,7,can pull loaded trailers along farm tracks and roads,,,,,,,,,,,
vehicles,vehicles/tractor,8,can be fitted with many interchangeable attachments for different jobs,,,,,,,,,,,
vehicles,vehicles/tractor,9,sometimes has a loader bucket mounted on the front,,,,,,,,,,,
vehicles,vehicles/tractor,10,took over heavy work that horses and oxen once did,,,,,,,,,,,
vehicles,vehicles/tractor,11,"is often painted green, red or blue by its maker",,"""is often painted green, red or blue by its maker"" - rests on maker colour conventions (green, red, blue brands); true in general, not a physical property",,,,,,,,,
vehicles,vehicles/train,0,runs on a pair of metal rails laid on sleepers,yes,,,,,,,,,,
vehicles,vehicles/train,1,is made of several linked sections that follow each other,,,,,,,,,,,
vehicles,vehicles/train,2,may be pulled by an engine at the front or pushed from behind,,,,,,,,,,,
vehicles,vehicles/train,3,picks up passengers at regular stops along a fixed route,,,,,,,,,,,
vehicles,vehicles/train,4,sounds a loud horn to warn people ahead of it,,,,,,,,,,,
vehicles,vehicles/train,5,was once powered by coal-fired steam engines,,,,,,,,,,,
vehicles,vehicles/train,6,can take its power from electric cables strung overhead,,,,,,,,,,,
vehicles,vehicles/train,7,carries freight in shipping containers and tankers,,,,,,,,,,,
vehicles,vehicles/train,8,cannot swerve and needs a long distance to stop,,,,,,,,,,,
vehicles,vehicles/train,9,passes through tunnels bored beneath mountains and seas,,,,,,,,,,,
vehicles,vehicles/train,10,can travel at over 300 kilometres per hour,,,,,,,,,,,
vehicles,vehicles/train,11,usually has a driver who sits in a cab at the very front,,,,,,,,,,,
vehicles,vehicles/truck,0,has a cab for the driver and a separate load area behind,yes,,,,,,,,,,
vehicles,vehicles/truck,1,moves goods over long distances between cities and ports,,,,,,,,,,,
vehicles,vehicles/truck,2,often pulls a long trailer hitched behind it,,,,,,,,,,,
vehicles,vehicles/truck,3,needs a special licence to drive when it is large and heavy,,,,,,,,,,,
vehicles,vehicles/truck,4,often has air brakes that hiss when they are released,,,,,,,,,,,
vehicles,vehicles/truck,5,sits high off the road with a tall step up to the cab,,,,,,,,,,,
vehicles,vehicles/truck,6,"may carry gravel, sand or soil on building sites",,,,,,,,,,,
vehicles,vehicles/truck,7,is sometimes home to its driver for days at a time,,,,,,,,,,,
vehicles,vehicles/truck,8,"often has six or more wheels, with pairs on the rear axles",,,,,,,,,,,
vehicles,vehicles/truck,9,is limited by law in how much weight it can carry,,,,,,,,,,,
vehicles,vehicles/truck,10,"delivers stock to shops, warehouses and building sites",,,,,,,,,,,
vehicles,vehicles/truck,11,comes in light forms with an open bed behind a small cabin,yes,,,,,,,,,,
vehicles,vehicles/van,0,has a boxy enclosed body with the load space behind the seats,yes,,,,,,,,,,
vehicles,vehicles/van,1,often has large doors at the back for loading bulky items,,,,,,,,,,,
vehicles,vehicles/van,2,can carry more people or goods than an ordinary car,,,,,,,,,,,
vehicles,vehicles/van,3,is used by plumbers and electricians to carry equipment,,,,,,,,,,,
vehicles,vehicles/van,4,can be driven on an ordinary car licence in most places,,"""can be driven on an ordinary car licence in most places"" - holds for light vans (up to about 3.5 t in Europe); larger vans need a higher category",,,,,,,,,
vehicles,vehicles/van,5,delivers parcels door to door in towns and suburbs,,,,,,,,,,,
vehicles,vehicles/van,6,can be fitted with beds for sleeping on the road,,,,,,,,,,,
vehicles,vehicles/van,7,carries a family and their luggage on three rows of seats,,,,,,,,,,,
vehicles,vehicles/van,8,may have no side windows behind the front seats,,,,,,,,,,,
vehicles,vehicles/van,9,is often painted with a company's name and phone number,,,,,,,,,,,
