C_self,R_self,CR,SR
298.8409,33.2045,0.1111,0.1212
456.5625,267.85,0.5867,0.8
273.9375,36.525,0.1333,0.2083
487.0,365.25,0.75,1.1111
426.125,292.2,0.6857,1.0
393.3462,307.5789,0.782,0.8947
313.0714,232.4318,0.7424,0.8182
168.5769,14.717,0.0873,0.1245
547.875,365.25,0.6667,1.0769
146.1,11.1103,0.076,0.0913
405.8333,12.7144,0.0313,0.0411
255.675,15.2824,0.0598,0.1423
417.4286,332.0455,0.7955,1.0
547.875,199.2273,0.3636,0.5455
456.5625,332.0455,0.7273,1.1818
365.25,162.3333,0.4444,0.6667
410.9062,309.0577,0.7521,1.0769
208.7143,199.2273,0.9545,0.7273
273.9375,292.2,1.0667,1.1
365.25,243.5,0.6667,0.6667
365.25,332.0455,0.9091,1.6364
365.25,114.1406,0.3125,0.3125
182.625,13.0966,0.0717,0.1474
260.8929,14.2305,0.0545,0.1429
547.875,219.15,0.4,0.6
365.25,22.8281,0.0625,0.0764
304.375,30.6339,0.1006,0.0968
121.75,16.1615,0.1327,0.1416
446.4167,286.9821,0.6429,1.0
446.4167,309.0577,0.6923,1.0
365.25,219.15,0.6,0.5
313.0714,196.6731,0.6282,0.7692
417.4286,15.0791,0.0361,0.0459
13.783,11.4141,0.8281,0.8969
324.6667,12.9605,0.0399,0.0839
365.25,88.8446,0.2432,0.3243
304.375,27.901,0.0917,0.1042
162.3333,17.3929,0.1071,0.2338
365.25,213.0625,0.5833,0.6667
365.25,319.5938,0.875,1.25
365.25,228.2812,0.625,0.8125
219.15,243.5,1.1111,0.6667
328.725,12.3623,0.0376,0.0369
417.4286,265.6364,0.6364,0.9091
405.8333,332.0455,0.8182,1.1818
292.2,23.7737,0.0814,0.1953
456.5625,152.1875,0.3333,0.5
438.3,199.2273,0.4545,0.8182
365.25,255.675,0.7,0.7
365.25,196.6731,0.5385,0.6154
487.0,365.25,0.75,1.0
487.0,365.25,0.75,0.8
273.9375,40.5833,0.1481,0.3333
365.25,273.9375,0.75,0.75
243.5,13.5907,0.0558,0.1116
511.35,232.4318,0.4545,0.6364
456.5625,243.5,0.5333,0.6667
365.25,199.2273,0.5455,0.6364
140.4808,11.6216,0.0827,0.0955
365.25,15.093,0.0413,0.0496
292.2,202.9167,0.6944,0.5556
91.3125,55.3409,0.6061,0.303
365.25,228.2812,0.625,0.75
410.9062,304.375,0.7407,1.0
469.6071,273.9375,0.5833,0.9167
417.4286,273.9375,0.6563,0.8333
547.875,365.25,0.6667,1.0
78.973,14.7711,0.187,0.2132
417.4286,243.5,0.5833,0.8333
365.25,166.0227,0.4545,0.4545
304.375,273.9375,0.9,1.0
426.125,292.2,0.6857,0.8
456.5625,18.43,0.0404,0.0505
182.625,10.0759,0.0552,0.0414
584.4,365.25,0.625,1.0
319.5938,273.9375,0.8571,0.75
365.25,202.9167,0.5556,0.5556
426.125,255.675,0.6,0.8
228.2812,18.1491,0.0795,0.1366
365.25,224.7692,0.6154,0.6154
9.2636,10.0836,1.0885,1.1503
730.5,365.25,0.5,1.25
426.125,243.5,0.5714,0.75
5.9877,4.7902,0.8,0.8918
365.25,280.9615,0.7692,1.0769
365.25,265.6364,0.7273,0.7273
487.0,243.5,0.5,0.75
365.25,255.675,0.7,0.8
213.0625,18.6352,0.0875,0.1173
309.0577,27.0556,0.0875,0.2116
365.25,252.8654,0.6923,1.0
319.5938,42.6916,0.1336,0.1818
284.0833,60.875,0.2143,0.45
365.25,162.3333,0.4444,0.4444
365.25,71.7455,0.1964,0.1964
547.875,252.8654,0.4615,0.7692
438.3,426.125,0.9722,1.25
219.15,182.625,0.8333,0.75
405.8333,337.1538,0.8308,1.0
365.25,202.9167,0.5556,0.5556
324.6667,365.25,1.125,1.5
46.4864,43.3347,0.9322,0.9661
365.25,12.1245,0.0332,0.0332
146.1,20.957,0.1434,0.1066
410.9062,334.8125,0.8148,0.9167
313.0714,324.6667,1.037,1.2222
487.0,182.625,0.375,0.5
284.0833,14.494,0.051,0.1071
182.625,46.381,0.254,0.4127
410.9062,328.725,0.8,1.1
405.8333,309.0577,0.7615,0.9231
365.25,280.9615,0.7692,1.0769
398.4545,243.5,0.6111,0.7778
365.25,298.8409,0.8182,1.2727
292.2,224.7692,0.7692,1.2308
265.6364,24.8469,0.0935,0.2857
584.4,56.6767,0.097,0.1897
313.0714,292.2,0.9333,0.7
365.25,255.675,0.7,0.6
260.8929,232.4318,0.8909,0.9091
146.1,27.7908,0.1902,0.2826
365.25,304.375,0.8333,0.8333
199.2273,40.5833,0.2037,0.2222
334.8125,286.9821,0.8571,1.4286
273.9375,17.3929,0.0635,0.0423
464.8636,324.6667,0.6984,0.9444
192.2368,19.8672,0.1033,0.1967
365.25,41.1549,0.1127,0.1408
469.6071,298.8409,0.6364,1.0
469.6071,365.25,0.7778,1.2
260.8929,219.15,0.84,0.9
69.1014,62.3598,0.9024,0.9756
365.25,228.2812,0.625,0.75
410.9062,273.9375,0.6667,0.8333
328.725,252.8654,0.7692,1.1538
328.725,252.8654,0.7692,1.3077
319.5938,39.4865,0.1236,0.1216
328.725,298.8409,0.9091,1.4545
273.9375,71.8525,0.2623,0.623
313.0714,324.6667,1.037,1.2222
487.0,208.7143,0.4286,0.8571
304.375,166.0227,0.5455,0.5455
162.3333,13.2474,0.0816,0.0984
208.7143,13.7398,0.0658,0.0878
337.1538,29.22,0.0867,0.225
328.725,205.4531,0.625,0.8125
547.875,398.4545,0.7273,1.0909
417.4286,224.7692,0.5385,0.8462
260.8929,166.0227,0.6364,0.8182
469.6071,304.375,0.6481,0.8333
456.5625,309.0577,0.6769,0.8462
243.5,26.2598,0.1078,0.2092
456.5625,365.25,0.8,1.25
267.85,300.7941,1.123,1.3529
292.2,252.8654,0.8654,1.5385
319.5938,328.725,1.0286,0.9
255.675,14.8744,0.0582,0.1312
252.8654,17.6734,0.0699,0.1573
324.6667,173.0132,0.5329,0.8421
309.0577,28.9527,0.0937,0.2439
365.25,365.25,1.0,1.0
292.2,205.4531,0.7031,0.6875
365.25,162.3333,0.4444,0.5556
243.5,243.5,1.0,1.1111
224.7692,25.542,0.1136,0.2448
292.2,100.4438,0.3438,0.375
284.0833,280.9615,0.989,1.1538
168.5769,16.6971,0.099,0.1143
365.25,309.0577,0.8462,1.2308
365.25,255.675,0.7,0.5
547.875,228.2812,0.4167,0.375
365.25,182.625,0.5,0.5
304.375,284.0833,0.9333,1.0
219.15,280.9615,1.2821,1.6923
182.625,182.625,1.0,1.1
273.9375,228.2812,0.8333,1.0
365.25,26.5636,0.0727,0.0818
228.2812,199.2273,0.8727,1.0
426.125,324.6667,0.7619,1.1111
365.25,319.5938,0.875,1.125
365.25,365.25,1.0,1.2727
243.5,146.1,0.6,0.6
365.25,292.2,0.8,1.2
487.0,273.9375,0.5625,0.5
140.4808,29.8163,0.2122,0.3367
398.4545,337.1538,0.8462,1.3077
639.1875,243.5,0.381,0.5833
395.6875,304.375,0.7692,0.8333
324.6667,243.5,0.75,0.8667
324.6667,16.534,0.0509,0.1317
11.3696,9.9313,0.8735,1.577
365.25,182.625,0.5,0.75
365.25,152.1875,0.4167,0.6667
365.25,365.25,1.0,1.5
365.25,365.25,1.0,1.5
365.25,243.5,0.6667,0.6667
223.2083,17.8461,0.08,0.1075
162.3333,10.1863,0.0627,0.0956
196.6731,36.8601,0.1874,0.3945
410.9062,309.0577,0.7521,1.0
243.5,26.4036,0.1084,0.0843
273.9375,48.7,0.1778,0.1333
365.25,182.625,0.5,0.4
213.0625,26.6606,0.1251,0.2482
243.5,228.2812,0.9375,0.875
365.25,58.44,0.16,0.2
40.5833,45.6562,1.125,0.9792
511.35,324.6667,0.6349,0.8889
199.2273,14.3548,0.0721,0.1266
426.125,224.7692,0.5275,0.7692
511.35,196.6731,0.3846,0.5385
232.4318,18.3774,0.0791,0.1321
446.4167,279.3088,0.6257,0.7059
365.25,182.625,0.5,0.6
365.25,182.625,0.5,0.5833
365.25,140.4808,0.3846,0.3846
6.0206,6.4267,1.0674,0.6246
547.875,405.8333,0.7407,1.0
547.875,81.9949,0.1497,0.2041
410.9062,304.375,0.7407,0.9167
365.25,365.25,1.0,1.6154
365.25,55.5815,0.1522,0.1739
243.5,252.8654,1.0385,1.6154
243.5,12.6384,0.0519,0.1176
365.25,182.625,0.5,0.6
401.775,236.3382,0.5882,0.7059
365.25,365.25,1.0,0.6667
202.9167,20.6745,0.1019,0.1887
521.7857,365.25,0.7,1.0833
252.8654,25.7548,0.1019,0.2756
243.5,228.2812,0.9375,1.0
426.125,324.6667,0.7619,1.1111
313.0714,243.5,0.7778,1.1111
547.875,182.625,0.3333,0.375
657.45,401.775,0.6111,1.1
11.8588,7.7011,0.6494,0.753
337.1538,230.6842,0.6842,1.0
365.25,273.9375,0.75,0.9167
304.375,243.5,0.8,0.7778
162.3333,28.6471,0.1765,0.1765
219.15,182.625,0.8333,0.75
547.875,365.25,0.6667,1.1
260.8929,182.625,0.7,0.7
328.725,334.8125,1.0185,1.5
438.3,328.725,0.75,0.7
304.375,202.9167,0.6667,0.7778
280.9615,27.5314,0.098,0.2462
273.9375,46.9607,0.1714,0.3286
313.0714,265.6364,0.8485,0.6364
469.6071,365.25,0.7778,1.4444
365.25,273.9375,0.75,1.0
182.625,156.5357,0.8571,1.0
365.25,273.9375,0.75,0.75
328.725,24.0824,0.0733,0.1978
265.6364,33.9767,0.1279,0.2481
273.9375,202.9167,0.7407,0.5556
365.25,273.9375,0.75,0.8333
284.0833,42.1442,0.1484,0.1538
678.3214,163.7328,0.2414,0.5172
313.0714,213.0625,0.6806,0.75
365.25,13.0446,0.0357,0.0402
304.375,182.625,0.6,0.8
498.0682,39.2215,0.0787,0.1141
365.25,4.4954,0.0123,0.0154
511.35,319.5938,0.625,1.0
316.55,343.7647,1.086,2.7647
319.5938,196.6731,0.6154,1.0769
365.25,337.1538,0.9231,1.4615
334.8125,236.3382,0.7059,1.0588
365.25,18.572,0.0508,0.0678
456.5625,273.9375,0.6,0.75
18.7308,19.3693,1.0341,2.7689
417.4286,298.8409,0.7159,1.0
365.25,410.9062,1.125,1.375
298.8409,337.1538,1.1282,1.1538
365.25,273.9375,0.75,0.5
182.625,23.8207,0.1304,0.2717
243.5,23.0684,0.0947,0.0947
182.625,17.4854,0.0957,0.1596
313.0714,230.6842,0.7368,1.1579
265.6364,74.4028,0.2801,0.5556
365.25,202.9167,0.5556,0.4444
213.0625,28.8355,0.1353,0.1754
469.6071,9.7545,0.0208,0.0356
365.25,332.0455,0.9091,1.0
214.8529,192.2368,0.8947,1.3158
292.2,332.0455,1.1364,1.2727
292.2,304.375,1.0417,1.1667
456.5625,202.9167,0.4444,0.5556
304.375,219.15,0.72,0.9
456.5625,284.0833,0.6222,0.5556
456.5625,166.0227,0.3636,0.4545
365.25,213.0625,0.5833,0.8333
319.5938,18.2625,0.0571,0.0611
405.8333,309.0577,0.7615,1.3077
511.35,284.0833,0.5556,0.8889
255.675,43.83,0.1714,0.2533
273.9375,298.8409,1.0909,2.0
313.0714,182.625,0.5833,0.6667
284.0833,91.3125,0.3214,0.9444
182.625,18.6624,0.1022,0.0803
44.9538,46.2993,1.0299,0.9437
365.25,196.6731,0.5385,0.3846
284.0833,27.2575,0.0959,0.2015
304.375,251.1094,0.825,1.375
273.9375,196.6731,0.7179,0.8462
166.0227,35.6341,0.2146,0.3902
319.5938,243.5,0.7619,0.8333
438.3,39.9492,0.0911,0.0938
365.25,205.4531,0.5625,0.5
273.9375,365.25,1.3333,1.3333
365.25,304.375,0.8333,1.5
7.4238,5.9102,0.7961,1.2039
365.25,22.2111,0.0608,0.1081
487.0,280.9615,0.5769,0.7692
417.4286,273.9375,0.6563,0.8333
568.1667,300.7941,0.5294,1.0
324.6667,13.9943,0.0431,0.1149
136.9688,128.9118,0.9412,1.1176
328.725,280.9615,0.8547,1.1538
34.6026,9.9614,0.2879,0.2939
438.3,10.2681,0.0234,0.0241
304.375,410.9062,1.35,1.25
511.35,213.0625,0.4167,0.5833
252.8654,27.4465,0.1085,0.2832
365.25,19.5036,0.0534,0.0631
365.25,8.0099,0.0219,0.0263
182.625,228.2812,1.25,1.0
166.0227,10.2526,0.0618,0.1053
469.6071,252.8654,0.5385,0.8462
365.25,309.0577,0.8462,0.9231
365.25,30.8042,0.0843,0.0964
365.25,19.3938,0.0531,0.0973
243.5,18.1491,0.0745,0.118
252.8654,46.1368,0.1825,0.4632
10.6531,7.4541,0.6997,0.8746
202.9167,213.0625,1.05,1.0833
284.0833,34.9707,0.1231,0.2128
251.1094,22.0251,0.0877,0.1558
273.9375,232.4318,0.8485,0.8182
487.0,292.2,0.6,0.9
328.725,309.0577,0.9402,1.0769
405.8333,365.25,0.9,1.1538
608.75,446.4167,0.7333,1.2222
324.6667,252.8654,0.7788,1.0769
224.7692,20.9258,0.0931,0.1979
456.5625,168.5769,0.3692,0.5385
365.25,162.3333,0.4444,0.5556
328.725,365.25,1.1111,1.5455
417.4286,328.725,0.7875,1.0
328.725,273.9375,0.8333,0.8333
15.2188,5.5341,0.3636,0.5455
573.9643,334.8125,0.5833,1.0
273.9375,284.0833,1.037,1.1111
324.6667,365.25,1.125,1.5
324.6667,34.7857,0.1071,0.2952
243.5,196.6731,0.8077,0.9231
417.4286,365.25,0.875,1.1
469.6071,332.0455,0.7071,0.9091
487.0,298.8409,0.6136,0.7273
431.6591,393.3462,0.9112,1.3077
273.9375,13.9809,0.051,0.1053
547.875,365.25,0.6667,1.0
319.5938,27.4919,0.086,0.0968
511.35,284.0833,0.5556,0.7778
284.0833,53.7132,0.1891,0.1765
426.125,265.6364,0.6234,0.6364
232.4318,29.22,0.1257,0.28
324.6667,234.8036,0.7232,1.0
292.2,7.2089,0.0247,0.0362
438.3,219.15,0.5,0.8
365.25,324.6667,0.8889,0.5556
15.9672,9.0464,0.5666,0.6316
438.3,319.5938,0.7292,1.125
39.8455,34.7857,0.873,0.8889
527.5833,426.125,0.8077,1.1667
292.2,280.9615,0.9615,0.9231
417.4286,252.8654,0.6058,0.6923
487.0,365.25,0.75,1.125
213.0625,18.3543,0.0861,0.1608
365.25,343.7647,0.9412,1.3529
292.2,182.625,0.625,0.75
456.5625,29.9385,0.0656,0.1148
365.25,13.4779,0.0369,0.0517
219.15,228.2812,1.0417,1.0
365.25,213.0625,0.5833,0.6667
405.8333,316.55,0.78,0.8667
304.375,265.6364,0.8727,0.8182
456.5625,332.0455,0.7273,1.0909
365.25,334.8125,0.9167,1.75
260.8929,166.0227,0.6364,0.9091
5.844,5.8911,1.0081,1.1097
410.9062,12.7784,0.0311,0.0437
10.7426,7.7477,0.7212,0.6182
234.8036,19.6547,0.0837,0.2197
16.2333,4.7435,0.2922,0.487
365.25,166.0227,0.4545,0.5455
365.25,48.7,0.1333,0.1778
